AX,AY,AZ
0.002668674,0.004897012,-36.45481021
0.002648451,0.004910478,-36.05181455
0.002628333,0.004924264,-35.62736444
0.0026083,0.004938369,-35.16254201
0.002588337,0.004952789,-34.63942203
0.00256843,0.004967515,-34.04551314
0.00254857,0.004982537,-33.37444734
0.002528751,0.004997838,-32.62397234
0.002508973,0.005013398,-31.79323419
0.002489233,0.005029191,-30.88105349
0.002469527,0.005045185,-29.88566184
0.002449843,0.005061346,-28.80496547
0.002430167,0.005077639,-27.6364033
0.002410482,0.005094029,-26.37684563
0.002390772,0.005110485,-25.02338499
0.002371023,0.005126977,-23.57499915
0.002351222,0.005143478,-22.03457908
0.002331362,0.00515997,-20.40959818
0.002311437,0.005176439,-18.70986137
0.002291444,0.00519288,-16.94478765
0.002271383,0.005209291,-15.12373465
0.002251259,0.005225667,-13.25790492
0.00223108,0.005242004,-11.35914951
0.002210857,0.005258298,-9.434594017
0.0021906,0.005274542,-7.482197407
0.00217032,0.005290733,-5.492698924
0.00215003,0.005306863,-3.456411728
0.002129742,0.005322926,-1.368414474
0.002109473,0.005338911,0.770617178
0.002089232,0.005354814,2.955363628
0.00206903,0.005370631,5.176875249
0.002048871,0.005386364,7.424823327
0.002028765,0.005402019,9.690988052
0.002008718,0.005417602,11.97163114
0.001988746,0.005433119,14.26745521
0.001968866,0.00544857,16.58269115
0.0019491,0.005463954,18.92505746
0.001929469,0.005479269,21.30559801
0.001909998,0.005494514,23.73643091
0.001890708,0.005509688,26.22707788
0.001871625,0.005524789,28.78237543
0.001852772,0.005539814,31.40371181
0.00183417,0.005554753,34.09170382
0.001815839,0.005569599,36.84678483
0.001797797,0.005584343,39.66683202
0.001780056,0.005598985,42.54457054
0.001762623,0.005613525,45.46765453
0.001745502,0.005627966,48.42146563
0.001728696,0.005642312,51.39247922
0.001712206,0.005656569,54.3706979
0.001696033,0.005670746,57.3512129
0.001680174,0.005684853,60.33416343
0.001664631,0.005698905,63.32126882
0.001649405,0.005712919,66.30972437
0.001634499,0.005726913,69.28786143
0.001619919,0.005740905,72.23654663
0.001605674,0.005754908,75.13607677
0.001591779,0.005768933,77.97408767
0.001578248,0.005782986,80.74924496
0.0015651,0.005797072,83.46872934
0.001552353,0.005811197,86.14164571
0.001540026,0.005825366,88.77259453
0.001528138,0.005839588,91.35917735
0.001516711,0.005853869,93.8946534
0.001505766,0.005868223,96.37394214
0.001495328,0.005882662,98.79942311
0.00148542,0.005897204,101.1830855
0.001476065,0.005911865,103.5437294
0.001467284,0.005926662,105.9012676
0.001459099,0.005941612,108.2719998
0.00145153,0.005956731,110.6670922
0.001444599,0.005972033,113.0933679
0.001438328,0.005987532,115.5545239
0.001432741,0.006003238,118.0522057
0.001427862,0.006019158,120.5874469
0.001423713,0.0060353,123.1623526
0.001420315,0.00605167,125.7807888
0.001417682,0.006068273,128.4476114
0.001415829,0.006085116,131.1677133
0.001414766,0.006102205,133.9459635
0.001414504,0.006119547,136.7878354
0.001415051,0.006137149,139.6999748
0.001416414,0.006155019,142.6895507
0.001418597,0.006173166,145.7618423
0.001421602,0.006191596,148.9179468
0.001425432,0.006210314,152.1556113
0.001430089,0.006229323,155.4735316
0.001435574,0.006248626,158.8755703
0.001441892,0.006268226,162.3708379
0.001449045,0.006288126,165.969799
0.001457038,0.006308333,169.680561
0.001465877,0.006328855,173.5079414
0.001475572,0.006349704,177.4537107
0.001486133,0.006370893,181.5159233
0.00149757,0.006392439,185.6880249
0.001509896,0.00641436,189.9596234
0.001523119,0.006436669,194.3191651
0.001537251,0.006459381,198.7567742
0.001552298,0.006482502,203.2651446
0.001568266,0.006506035,207.8376539
0.001585155,0.00652998,212.4650985
0.001602967,0.006554333,217.1345574
0.001621704,0.00657909,221.8330832
0.001641371,0.006604245,226.5542119
0.001661978,0.006629792,231.3018354
0.00168354,0.006655722,236.0882957
0.001706068,0.006682023,240.9286254
0.001729576,0.006708683,245.8351527
0.001754073,0.006735691,250.8149874
0.001779569,0.006763038,255.870081
0.001806075,0.006790723,260.998261
0.001833602,0.006818751,266.1938189
0.001862163,0.006847135,271.4474087
0.001891768,0.006875897,276.7467968
0.001922422,0.006905059,282.0797825
0.001954127,0.006934647,287.4377057
0.001986883,0.006964686,292.816664
0.002020688,0.006995197,298.2158899
0.002055545,0.007026199,303.6349317
0.002091462,0.007057705,309.0707132
0.002128448,0.007089718,314.5147956
0.002166517,0.007122236,319.9522417
0.002205685,0.007155246,325.3634611
0.00224597,0.007188729,330.7277591
0.002287387,0.007222663,336.0259932
0.002329951,0.007257022,341.2416676
0.002373676,0.007291777,346.3617042
0.002418569,0.007326902,351.3775981
0.00246463,0.007362371,356.285965
0.002511858,0.007398162,361.0872025
0.00256025,0.007434255,365.7828946
0.002609801,0.007470634,370.3744929
0.00266051,0.007507283,374.8648176
0.002712374,0.007544193,379.2603485
0.002765388,0.007581352,383.5703938
0.002819547,0.007618752,387.8021212
0.002874847,0.007656387,391.9550624
0.002931281,0.00769425,396.0198351
0.002988845,0.007732335,399.9825639
0.003047535,0.007770632,403.8316939
0.00310735,0.00780913,407.5619252
0.003168288,0.007847815,411.1732388
0.003230348,0.007886674,414.6677739
0.003293526,0.007925696,418.0475361
0.003357815,0.007964867,421.3125721
0.003423204,0.008004169,424.4592662
0.00348968,0.008043582,427.4815366
0.003557226,0.008083082,430.3761285
0.003625827,0.008122644,433.1473386
0.003695471,0.008162238,435.8059001
0.003766147,0.008201829,438.3629798
0.003837845,0.008241377,440.824804
0.003910551,0.008280838,443.191482
0.003984247,0.008320167,445.4591357
0.004058914,0.008359319,447.6230223
0.004134531,0.008398255,449.6800693
0.004211074,0.008436942,451.6290975
0.004288521,0.008475349,453.4680021
0.004366849,0.008513454,455.1907309
0.004446037,0.008551237,456.7885823
0.004526062,0.008588681,458.2561063
0.004606904,0.008625772,459.5957894
0.00468854,0.008662494,460.815945
0.004770946,0.008698833,461.923251
0.004854092,0.00873477,462.916828
0.004937947,0.008770286,463.7888475
0.005022471,0.008805358,464.5298656
0.005107626,0.008839959,465.1326353
0.005193373,0.008874055,465.5906872
0.005279673,0.008907607,465.8940704
0.005366493,0.008940569,466.0275073
0.0054538,0.008972889,465.9734965
0.005541567,0.009004513,465.7177474
0.005629769,0.009035388,465.2520194
0.005718384,0.009065462,464.5726415
0.005807396,0.009094687,463.6779977
0.005896789,0.009123018,462.568446
0.005986549,0.009150417,461.2476768
0.006076663,0.00917685,459.7225512
0.006167116,0.009202294,458.0011335
0.00625789,0.009226726,456.0905621
0.006348968,0.00925013,453.9953867
0.006440324,0.009272487,451.7168382
0.006531934,0.00929378,449.254593
0.00662377,0.00931399,446.6111942
0.006715807,0.009333101,443.7961884
0.006808018,0.009351094,440.8263491
0.006900375,0.009367949,437.7208906
0.006992851,0.00938365,434.4946949
0.007085417,0.009398176,431.1553511
0.007178049,0.00941151,427.7071098
0.007270724,0.009423634,424.1579202
0.007363418,0.009434531,420.5223099
0.007456107,0.009444186,416.8170857
0.007548765,0.009452585,413.0542158
0.007641365,0.009459714,409.2381124
0.00773388,0.009465559,405.3699511
0.007826284,0.009470104,401.4545461
0.007918552,0.009473333,397.5029457
0.00801066,0.009475229,393.5285392
0.008102588,0.009475774,389.5411551
0.008194316,0.009474955,385.545318
0.008285825,0.009472755,381.5438982
0.008377097,0.009469164,377.5423913
0.008468112,0.009464174,373.5481678
0.008558851,0.009457781,369.5642676
0.008649296,0.00944998,365.5837222
0.008739431,0.009440771,361.5910755
0.008829241,0.00943015,357.5712258
0.008918711,0.009418113,353.5178825
0.009007827,0.009404653,349.4330591
0.009096571,0.009389763,345.3176232
0.009184927,0.009373433,341.1626373
0.00927288,0.009355658,336.9505555
0.009360415,0.009336432,332.6646533
0.009447513,0.009315757,328.2970993
0.009534158,0.009293634,323.8497052
0.009620328,0.009270069,319.330418
0.009706002,0.009245066,314.7512309
0.009791159,0.009218628,310.1283666
0.009875779,0.009190759,305.4816277
0.00995984,0.009161456,300.8313557
0.010043321,0.009130717,296.195125
0.010126205,0.009098538,291.5870336
0.010208473,0.009064919,287.0195891
0.010290118,0.009029865,282.5051689
0.010371131,0.008993389,278.0546415
0.010451511,0.008955506,273.6745881
0.010531253,0.008916236,269.3663904
0.010610353,0.008875599,265.1278327
0.010688807,0.008833616,260.9548461
0.010766613,0.008790304,256.8415896
0.010843764,0.00874568,252.7803084
0.010920254,0.008699755,248.7635444
0.010996073,0.008652543,244.7877057
0.011071207,0.008604056,240.8536949
0.011145643,0.008554311,236.9629958
0.011219367,0.008503324,233.1132726
0.011292366,0.008451113,229.298857
0.011364628,0.008397695,225.5163854
0.01143614,0.008343085,221.7693017
0.011506888,0.008287301,218.0649571
0.011576857,0.008230356,214.4061133
0.01164603,0.008172267,210.7853858
0.011714389,0.008113052,207.1886107
0.011781915,0.008052731,203.6046801
0.011848592,0.007991325,200.033573
0.0119144,0.007928858,196.4859901
0.011979319,0.007865358,192.9754859
0.012043324,0.007800851,189.5106609
0.012106391,0.007735368,186.0941681
0.012168495,0.007668938,182.7271138
0.012229615,0.007601591,179.4116333
0.012289731,0.007533359,176.1486599
0.012348824,0.007464273,172.935654
0.012406875,0.007394364,169.7689149
0.012463862,0.007323661,166.6477587
0.012519763,0.007252193,163.5745991
0.012574555,0.007179987,160.5506282
0.012628217,0.007107066,157.5727748
0.012680727,0.007033453,154.635489
0.012732062,0.006959166,151.7340477
0.012782198,0.006884217,148.8637434
0.012831105,0.006808616,146.0147135
0.012878753,0.006732372,143.1684723
0.012925107,0.006655496,140.3015411
0.012970134,0.006577998,137.3944117
0.013013798,0.006499895,134.4378131
0.013056065,0.006421203,131.4303386
0.0130969,0.006341944,128.3702936
0.013136268,0.006262144,125.2496527
0.013174133,0.006181826,122.0540392
0.01321046,0.006101017,118.7659904
0.013245214,0.006019741,115.3675939
0.013278358,0.005938025,111.842556
0.013309855,0.005855896,108.1796498
0.013339665,0.005773384,104.3761623
0.013367751,0.005690519,100.4375499
0.013394076,0.005607332,96.37261237
0.013418605,0.005523855,92.1879966
0.013441307,0.005440118,87.88696021
0.01346215,0.005356152,83.47397487
0.013481108,0.005271986,78.96079001
0.013498157,0.005187649,74.36708184
0.013513272,0.005103164,69.7139236
0.013526428,0.005018556,65.01599833
0.013537598,0.004933845,60.27993615
0.013546753,0.004849051,55.5094045
0.013553864,0.004764196,50.71038094
0.013558904,0.004679299,45.89076792
0.013561846,0.004594378,41.05580986
0.013562667,0.004509452,36.20539608
0.013561342,0.004424539,31.3362511
0.013557848,0.004339657,26.44647743
0.013552159,0.004254823,21.53821223
0.013544245,0.004170055,16.61649187
0.013534073,0.004085374,11.68608844
0.013521605,0.004000802,6.749988979
0.013506801,0.003916364,1.811301851
0.013489618,0.003832087,-3.123660625
0.013470014,0.003748,-8.045017018
0.013447944,0.003664127,-12.94262217
0.013423363,0.00358049,-17.80957541
0.013396222,0.003497113,-22.64199728
0.013366474,0.003414014,-27.43570365
0.013334075,0.003331212,-32.18363004
0.01329898,0.003248725,-36.87562872
0.013261146,0.003166571,-41.49988812
0.013220528,0.003084766,-46.04627878
0.013177078,0.00300332,-50.51166643
0.013130747,0.002922244,-54.90384604
0.013081478,0.002841539,-59.24014241
0.013029214,0.002761205,-63.54165073
0.012973889,0.002681236,-67.82818685
0.01291544,0.002601627,-72.11672568
0.012853799,0.002522371,-76.42162411
0.012788903,0.002443464,-80.75437756
0.012720687,0.002364907,-85.12252473
0.012649086,0.002286701,-89.52806572
0.012574039,0.002208851,-93.96632624
0.01249548,0.002131359,-98.42668755
0.012413346,0.002054229,-102.8950604
0.012327568,0.001977461,-107.3562576
0.012238077,0.001901051,-111.7949673
0.012144799,0.001824998,-116.1953676
0.01204766,0.001749298,-120.5403556
0.011946583,0.001673948,-124.8120952
0.011841492,0.001598948,-128.9948353
0.011732306,0.001524296,-133.0781346
0.011618948,0.001449992,-137.0570842
0.011501337,0.001376034,-140.9289413
0.011379393,0.001302413,-144.689499
0.011253034,0.001229119,-148.3324779
0.011122182,0.001156137,-151.8518171
0.010986763,0.001083449,-155.2442505
0.010846703,0.001011036,-158.5099141
0.010701928,0.000938876,-161.6503591
0.010552365,0.000866947,-164.6648811
0.010397943,0.000795231,-167.5477215
0.010238595,0.000723716,-170.2895678
0.010074254,0.000652387,-172.883719
0.009904855,0.000581235,-175.3313982
0.009730333,0.000510253,-177.6401912
0.009550622,0.000439432,-179.8167459
0.009365653,0.000368768,-181.8612562
0.009175357,0.000298252,-183.768983
0.008979662,0.000227878,-185.5358711
0.0087785,0.000157637,-187.1616121
0.0085718,8.75E-05,-188.6482036
0.008359488,1.75E-05,-189.9981857
0.008141487,-5.24E-05,-191.2163641
0.007917718,-0.000122151,-192.3131159
0.0076881,-0.000191847,-193.3043084
0.007452549,-0.000261464,-194.206452
0.007210981,-0.000331021,-195.0315903
0.006963312,-0.000400541,-195.7870767
0.006709454,-0.000470051,-196.4796301
0.00644932,-0.000539581,-197.1183772
0.006182819,-0.000609158,-197.7136352
0.005909858,-0.000678813,-198.2735866
0.005630337,-0.00074857,-198.8026562
0.005344158,-0.000818451,-199.3023428
0.005051218,-0.000888475,-199.7730649
0.004751417,-0.000958657,-200.2162285
0.004444659,-0.001029011,-200.6358502
0.004130848,-0.001099552,-201.0382119
0.00380989,-0.001170291,-201.4290422
0.003481696,-0.001241242,-201.8107176
0.003146174,-0.001312422,-202.1828308
0.002803236,-0.001383847,-202.5459822
0.002452792,-0.001455537,-202.9050255
0.002094754,-0.001527514,-203.2683568
0.001729032,-0.001599797,-203.6439613
0.001355534,-0.001672409,-204.0370194
0.000974165,-0.001745373,-204.4520771
0.000584826,-0.001818717,-204.8961078
0.000187416,-0.001892472,-205.3770525
-0.000218168,-0.001966673,-205.8986079
-0.000632028,-0.002041355,-206.4569613
-0.001054265,-0.002116554,-207.0427173
-0.001484977,-0.0021923,-207.6456631
-0.00192426,-0.002268624,-208.2578515
-0.002372212,-0.002345547,-208.87358
-0.002828925,-0.002423088,-209.4885191
-0.003294492,-0.002501261,-210.0999558
-0.003769002,-0.002580071,-210.7078071
-0.004252546,-0.002659523,-211.3150866
-0.004745215,-0.002739615,-211.9270532
-0.005247101,-0.002820347,-212.5491822
-0.005758299,-0.002901721,-213.1851788
-0.0062789,-0.002983744,-213.836937
-0.006808996,-0.003066431,-214.5067504
-0.007348674,-0.0031498,-215.1990962
-0.007898023,-0.003233878,-215.9191556
-0.008457135,-0.003318693,-216.6688382
-0.009026102,-0.003404271,-217.4445518
-0.009605019,-0.003490637,-218.2400007
-0.010193977,-0.003577814,-219.0517423
-0.010793066,-0.003665816,-219.8810731
-0.011402371,-0.003754657,-220.7293845
-0.012021975,-0.003844342,-221.592363
-0.012651957,-0.003934869,-222.4606597
-0.013292393,-0.004026233,-223.3270076
-0.013943353,-0.004118422,-224.1919006
-0.014604904,-0.004211423,-225.0620923
-0.015277114,-0.004305225,-225.9446948
-0.015960049,-0.004399821,-226.8432242
-0.016653772,-0.004495202,-227.7580469
-0.017358349,-0.004591361,-228.6889547
-0.018073841,-0.004688296,-229.6364021
-0.018800308,-0.004786007,-230.6002082
-0.01953781,-0.004884501,-231.5779549
-0.020286406,-0.004983787,-232.5657165
-0.021046153,-0.005083873,-233.5602098
-0.021817109,-0.00518477,-234.5591585
-0.02259933,-0.005286487,-235.559286
-0.023392873,-0.005389028,-236.5546319
-0.024197793,-0.0054924,-237.537323
-0.025014147,-0.005596605,-238.5003306
-0.025841988,-0.005701642,-239.4397626
-0.026681366,-0.005807509,-240.3541129
-0.027532329,-0.005914202,-241.2408747
-0.028394925,-0.006021717,-242.094533
-0.0292692,-0.006130052,-242.9091602
-0.030155198,-0.006239206,-243.6838507
-0.031052963,-0.00634918,-244.4260271
-0.031962533,-0.006459971,-245.1496345
-0.032883947,-0.006571574,-245.8696048
-0.033817236,-0.006683984,-246.5963202
-0.034762434,-0.006797191,-247.3331187
-0.035719568,-0.006911187,-248.0775312
-0.036688668,-0.007025962,-248.8241007
-0.037669759,-0.007141511,-249.5657402
-0.038662868,-0.007257828,-250.2934293
-0.039668019,-0.007374909,-250.9968422
-0.040685238,-0.00749275,-251.6667005
-0.041714544,-0.007611342,-252.2961925
-0.042755959,-0.007730674,-252.8794728
-0.043809501,-0.007850735,-253.4093704
-0.044875188,-0.00797152,-253.8782202
-0.045953038,-0.008093022,-254.2817769
-0.047043066,-0.008215241,-254.6213244
-0.048145292,-0.008338176,-254.900978
-0.049259732,-0.008461829,-255.1234465
-0.050386407,-0.008586202,-255.2888557
-0.051525337,-0.0087113,-255.3968781
-0.052676541,-0.008837125,-255.44947
-0.053840041,-0.008963674,-255.451947
-0.055015854,-0.009090947,-255.4117059
-0.056203997,-0.009218937,-255.3355276
-0.057404486,-0.009347644,-255.2268396
-0.058617333,-0.009477064,-255.0842965
-0.05984255,-0.009607197,-254.9031382
-0.061080148,-0.009738042,-254.6790437
-0.062330137,-0.009869594,-254.4116793
-0.063592525,-0.010001851,-254.1051454
-0.064867316,-0.010134807,-253.7648327
-0.066154517,-0.010268456,-253.393042
-0.067454128,-0.010402792,-252.9874839
-0.068766151,-0.010537812,-252.5451718
-0.070090582,-0.010673517,-252.0689118
-0.07142742,-0.010809914,-251.5693306
-0.072776658,-0.01094702,-251.058974
-0.074138287,-0.011084855,-250.5443169
-0.075512292,-0.01122344,-250.0243643
-0.07689865,-0.011362792,-249.4964104
-0.078297337,-0.011502924,-248.961595
-0.079708322,-0.01164384,-248.4249446
-0.081131579,-0.011785537,-247.8920665
-0.08256708,-0.011928012,-247.3675466
-0.084014796,-0.012071256,-246.8563289
-0.085474698,-0.012215263,-246.3652158
-0.086946752,-0.012360024,-245.9017528
-0.088430918,-0.012505531,-245.4707205
-0.089927154,-0.012651777,-245.0710111
-0.091435416,-0.012798753,-244.6959532
-0.092955655,-0.012946451,-244.3378542
-0.094487822,-0.013094863,-243.9937398
-0.096031869,-0.013243982,-243.6670974
-0.097587741,-0.0133938,-243.3633138
-0.099155384,-0.013544313,-243.0827596
-0.100734734,-0.013695515,-242.8182342
-0.102325721,-0.013847404,-242.5589606
-0.103928268,-0.013999981,-242.2965276
-0.105542294,-0.014153246,-242.0271813
-0.107167715,-0.014307203,-241.750101
-0.108804443,-0.014461851,-241.4652096
-0.11045239,-0.014617186,-241.1725241
-0.112111465,-0.0147732,-240.8721359
-0.113781575,-0.014929879,-240.5640074
-0.115462624,-0.015087206,-240.2484999
-0.11715451,-0.015245161,-239.9282389
-0.118857131,-0.015403726,-239.609635
-0.120570378,-0.015562886,-239.3017892
-0.122294137,-0.015722631,-239.0131871
-0.124028293,-0.015882952,-238.7491437
-0.125772722,-0.016043844,-238.5121484
-0.127527296,-0.016205299,-238.3042778
-0.129291882,-0.01636731,-238.1290823
-0.131066343,-0.016529869,-237.991626
-0.132850538,-0.01669297,-237.8978182
-0.134644326,-0.016856609,-237.8541084
-0.136447566,-0.017020781,-237.8662907
-0.138260116,-0.017185479,-237.9360757
-0.140081832,-0.017350693,-238.0573395
-0.141912569,-0.017516411,-238.2160627
-0.143752179,-0.017682619,-238.3956636
-0.145600514,-0.0178493,-238.5844208
-0.147457427,-0.01801644,-238.7791027
-0.149322765,-0.018184021,-238.9823725
-0.151196373,-0.018352029,-239.1980016
-0.153078087,-0.018520448,-239.42943
-0.154967735,-0.018689265,-239.6813076
-0.156865138,-0.018858471,-239.9590885
-0.158770111,-0.019028057,-240.2653805
-0.160682462,-0.019198014,-240.5975731
-0.162601995,-0.019368336,-240.9503512
-0.164528508,-0.019539012,-241.320279
-0.166461798,-0.019710033,-241.7068338
-0.168401657,-0.019881386,-242.1089992
-0.170347877,-0.020053056,-242.5222232
-0.172300242,-0.020225025,-242.9400203
-0.174258528,-0.020397271,-243.3587571
-0.176222501,-0.020569772,-243.7801067
-0.178191917,-0.020742509,-244.2077627
-0.180166524,-0.020915466,-244.6407883
-0.182146067,-0.021088631,-245.0699247
-0.184130288,-0.021261991,-245.4814854
-0.186118929,-0.021435533,-245.8662381
-0.188111728,-0.02160924,-246.2249816
-0.190108423,-0.021783095,-246.5660516
-0.192108749,-0.02195708,-246.8987906
-0.194112435,-0.022131182,-247.2298773
-0.196119205,-0.022305392,-247.564219
-0.198128777,-0.022479707,-247.907101
-0.200140866,-0.022654121,-248.2648562
-0.202155179,-0.022828631,-248.6444792
-0.204171424,-0.023003223,-249.053424
-0.206189301,-0.023177881,-249.4988129
-0.208208508,-0.023352584,-249.9845163
-0.210228732,-0.023527308,-250.5073602
-0.21224965,-0.023702032,-251.0563154
-0.214270927,-0.023876735,-251.616533
-0.216292217,-0.0240514,-252.1750021
-0.218313169,-0.024226008,-252.7224156
-0.220333425,-0.024400545,-253.2503514
-0.222352626,-0.024574992,-253.7493255
-0.224370409,-0.024749333,-254.2125844
-0.226386405,-0.024923549,-254.6427565
-0.228400241,-0.025097624,-255.0538598
-0.230411534,-0.025271547,-255.4650355
-0.232419894,-0.025445313,-255.8898002
-0.234424919,-0.025618925,-256.3286234
-0.236426196,-0.025792391,-256.7701239
-0.238423304,-0.025965722,-257.1994049
-0.240415814,-0.026138927,-257.606794
-0.242403292,-0.026312007,-257.9910275
-0.244385298,-0.026484951,-258.3565122
-0.246361389,-0.02665774,-258.7084184
-0.248331113,-0.026830341,-259.0486029
-0.250294013,-0.027002716,-259.3729127
-0.252249624,-0.027174822,-259.6703529
-0.254197475,-0.027346614,-259.9258449
-0.25613709,-0.027518052,-260.1262901
-0.258067991,-0.027689099,-260.2652136
-0.259989688,-0.02785972,-260.3412231
-0.261901687,-0.02802988,-260.3520669
-0.263803483,-0.028199538,-260.2913693
-0.265694559,-0.028368647,-260.1517936
-0.26757439,-0.028537157,-259.9308831
-0.269442441,-0.028705013,-259.6332104
-0.271298168,-0.028872161,-259.2666055
-0.273141025,-0.02903855,-258.8364371
-0.274970457,-0.02920413,-258.3441322
-0.276785898,-0.029368858,-257.7913536
