AX,AY,AZ
10.06802008,5.238476963,119.0245651
10.09456403,5.273270921,123.3040537
10.12133405,5.308247264,127.5282429
10.14832842,5.343410762,131.7008324
10.17554561,5.37876649,135.8288861
10.20298427,5.414319855,139.9194028
10.23064322,5.45007657,143.9761728
10.25852152,5.486042581,147.9993286
10.28661848,5.522223975,151.9872635
10.31493366,5.558626933,155.9390812
10.34346682,5.595257756,159.8560443
10.37221782,5.632122939,163.7414317
10.40118647,5.669229189,167.5995382
10.4303725,5.706583394,171.4350214
10.45977552,5.744192524,175.2526767
10.48939507,5.782063529,179.056662
10.51923071,5.820203262,182.8488439
10.54928201,5.858618435,186.6276341
10.57954863,5.897315633,190.3890104
10.61003014,5.936301318,194.1295572
10.64072592,5.975581818,197.8495683
10.67163504,6.015163284,201.5546187
10.70275623,6.055051657,205.2555231
10.73408789,6.095252656,208.9672137
10.76562798,6.135771777,212.7067189
10.79737402,6.176614264,216.490408
10.82932299,6.217785055,220.3315621
10.8614714,6.259288749,224.2398022
10.8938154,6.301129641,228.2225792
10.92635088,6.34331181,232.2872357
10.95907361,6.3858392,236.4419851
10.99197916,6.428715619,240.6951771
11.02506299,6.471944662,245.0533991
11.05832033,6.515529551,249.5195369
11.09174609,6.559472997,254.0917136
11.12533473,6.603777127,258.7636972
11.15908026,6.648443521,263.5267173
11.1929764,6.693473296,268.3716285
11.22701684,6.73886719,273.2901354
11.26119552,6.784625566,278.2745262
11.29550681,6.83074834,283.31651
11.32994555,6.877234856,288.406502
11.36450693,6.924083805,293.5342556
11.39918631,6.971293165,298.6905163
11.43397909,7.01886015,303.8684499
11.4688806,7.066781103,309.0638876
11.50388603,7.115051375,314.2749377
11.53899044,7.163665267,319.5023326
11.57418879,7.212616077,324.7503677
11.60947604,7.261896217,330.026595
11.64484733,7.311497335,335.3395366
11.68029807,7.36141038,340.6961947
11.715824,7.411625615,346.1016432
11.75142108,7.462132633,351.5610276
11.7870853,7.512920417,357.0821164
11.82281258,7.56397745,362.6759951
11.85859854,7.615291838,368.3548614
11.89443852,7.666851417,374.1282898
11.93032759,7.718643799,380.0005779
11.9662607,7.770656393,385.9705831
12.00223288,7.822876445,392.033702
12.0382394,7.87529115,398.1849528
12.07427587,7.927887845,404.4217916
12.11033824,7.980654197,410.7452963
12.14642286,8.033578299,417.1591455
12.18252635,8.086648626,423.6669448
12.21864548,8.139853937,430.2693893
12.25477706,8.193183222,436.9628344
12.29091783,8.246625814,443.7398878
12.32706449,8.300171591,450.5916545
12.36321379,8.353811161,457.5106961
12.39936274,8.407535925,464.4932967
12.43550866,8.461338001,471.5398295
12.47164917,8.515210084,478.6533283
12.5077821,8.569145317,485.8375685
12.54390539,8.623137191,493.0958623
12.58001696,8.677179501,500.4308549
12.61611475,8.731266328,507.8449524
12.65219669,8.78539211,515.3407508
12.68826085,8.839551779,522.920831
12.72430555,8.89374095,530.5868406
12.76032952,8.947956044,538.3384526
12.79633205,9.002194263,546.1727118
12.83231309,9.056453383,554.0838714
12.86827331,9.110731454,562.0642705
12.90421417,9.165026525,570.1071711
12.94013782,9.219336495,578.2107583
12.97604711,9.273659113,586.3802836
13.01194535,9.327992092,594.6264111
13.0478362,9.382333232,602.9616045
13.08372363,9.43668049,611.3974937
13.11961205,9.491031959,619.9433032
13.15550642,9.545385765,628.6038715
13.19141232,9.599739936,637.377773
13.22733594,9.654092287,646.2576041
13.26328392,9.708440345,655.2328602
13.29926336,9.762781338,664.2932835
13.33528174,9.817112252,673.4304749
13.37134693,9.871429958,682.637547
13.40746714,9.925731368,691.9079193
13.44365084,9.980013523,701.2344609
13.47990657,10.03427356,710.6100411
13.51624292,10.08850864,720.0297339
13.55266846,10.14271589,729.4930625
13.58919168,10.19689247,739.0038566
13.62582092,10.25103554,748.5670474
13.66256432,10.30514233,758.1845848
13.69942974,10.35920996,767.8538249
13.73642477,10.41323542,777.5696729
13.77355676,10.46721559,787.32842
13.81083281,10.52114743,797.1299476
13.84825972,10.5750281,806.9768903
13.88584388,10.62885515,816.8722882
13.92359111,10.6826264,826.8180965
13.96150658,10.73633991,836.8155731
13.99959482,10.78999379,846.866748
14.03785974,10.84358625,856.9751579
14.07630472,10.89711564,867.1448452
14.11493269,10.9505806,877.3783787
14.15374613,11.00398008,887.6755869
14.19274711,11.05731331,898.0339666
14.23193738,11.11057976,908.4497231
14.27131845,11.16377907,918.9178518
14.31089164,11.21691112,929.4314236
14.35065812,11.26997592,939.9816252
14.39061883,11.32297354,950.5595142
14.43077459,11.37590393,961.1584683
14.47112608,11.4287668,971.7751441
14.51167401,11.48156165,982.4082934
14.55241933,11.53428783,993.0573335
14.59336331,11.58694452,1003.722837
14.6345076,11.63953057,1014.408634
14.67585414,11.69204435,1025.122935
14.71740507,11.74448345,1035.876553
14.75916261,11.79684462,1046.679395
14.80112906,11.84912374,1057.538477
14.84330681,11.90131597,1068.459177
14.88569841,11.95341581,1079.447819
14.92830663,12.00541722,1090.512491
14.97113456,12.05731359,1101.661376
15.01418559,12.10909777,1112.900908
15.05746326,12.16076212,1124.236142
15.10097112,12.21229866,1135.672877
15.14471256,12.26369919,1147.218818
15.18869063,12.31495547,1158.881842
15.23290809,12.36605925,1170.666852
15.27736733,12.4170023,1182.574902
15.32207056,12.4677765,1194.605787
15.36701983,12.51837385,1206.761225
15.41221717,12.56878666,1219.045331
15.45766464,12.61900767,1231.462449
15.5033643,12.66903011,1244.015195
15.54931826,12.71884775,1256.704656
15.59552861,12.76845476,1269.532111
15.64199743,12.81784563,1282.500167
15.68872668,12.86701512,1295.611703
15.73571826,12.91595839,1308.866783
15.78297412,12.96467105,1322.260025
15.83049634,13.01314923,1335.781518
15.87828739,13.06138946,1349.421558
15.92635018,13.10938853,1363.17571
15.97468807,13.15714338,1377.046274
16.02330485,13.20465109,1391.039167
16.07220465,13.25190897,1405.158508
16.12139185,13.29891468,1419.402581
16.17087102,13.34566636,1433.763627
16.22064681,13.3921626,1448.231417
16.27072387,13.43840246,1462.798129
16.32110675,13.4843853,1477.461045
16.37179994,13.53011072,1492.221504
16.42280802,13.57557846,1507.082499
16.47413588,13.62078835,1522.048427
16.52578889,13.66574034,1537.127113
16.57777292,13.71043452,1552.330725
16.63009432,13.75487119,1567.673325
16.68275977,13.79905089,1583.166849
16.73577605,13.84297441,1598.81882
16.78915002,13.88664272,1614.632957
16.84288847,13.93005683,1630.611608
16.89699815,13.97321768,1646.758115
16.95148578,14.01612611,1663.077465
17.00635802,14.05878285,1679.574641
17.06162138,14.10118869,1696.251471
17.11728222,14.14334462,1713.103839
17.17334671,14.18525187,1730.121332
17.22982089,14.22691186,1747.290549
17.28671057,14.26832619,1764.60061
17.34402124,14.30949661,1782.046912
17.40175781,14.35042509,1799.630454
17.45992451,14.39111396,1817.354246
17.51852481,14.43156602,1835.220266
17.57756155,14.47178455,1853.22854
17.63703706,14.51177334,1871.377367
17.69695325,14.55153655,1889.66332
17.75731166,14.59107878,1908.080996
17.81811355,14.63040502,1926.623104
17.87935994,14.66952083,1945.28054
17.94105163,14.7084323,1964.041836
18.00318922,14.74714599,1982.89247
18.06577302,14.78566887,2001.815311
18.12880304,14.82400826,2020.793025
18.19227896,14.86217177,2039.811898
18.25620024,14.90016731,2058.864542
18.32056605,14.93800309,2077.948635
18.38537534,14.97568753,2097.062103
18.45062668,15.01322916,2116.199013
18.51631817,15.05063641,2135.350187
18.58244735,15.08791744,2154.508284
18.64901115,15.12507998,2173.672964
18.71600606,15.16213132,2192.851846
18.7834281,15.19907832,2212.0572
18.85127297,15.23592738,2231.302214
18.91953599,15.27268444,2250.600418
18.98821205,15.30935477,2269.967687
19.05729555,15.34594299,2289.422646
19.12678036,15.38245308,2308.982938
19.1966598,15.41888853,2328.659709
19.26692659,15.45525252,2348.45434
19.33757295,15.49154806,2368.358473
19.40859068,15.52777823,2388.356025
19.47997127,15.56394625,2408.426314
19.55170601,15.60005556,2428.54767
19.6237861,15.63610981,2448.700578
19.69620278,15.67211273,2468.86982
19.76894752,15.70806822,2489.04568
19.8420121,15.7439803,2509.224105
19.91538872,15.7798532,2529.405319
19.98907004,15.81569116,2549.591042
20.06304929,15.85149825,2569.78221
20.13732031,15.88727811,2589.978987
20.21187761,15.92303383,2610.182568
20.28671632,15.9587679,2630.396723
20.36183204,15.99448229,2650.627641
20.43722083,16.03017854,2670.882144
20.51287911,16.06585775,2691.165939
20.58880382,16.10152056,2711.483431
20.66499238,16.13716708,2731.838638
20.74144264,16.17279688,2752.2354
20.81815269,16.20840903,2772.676354
20.89512073,16.2440021,2793.162261
20.97234492,16.27957426,2813.692904
21.04982331,16.31512318,2834.268268
21.12755374,16.35064612,2854.887831
21.20553379,16.38613999,2875.548049
21.28376066,16.42160151,2896.240577
21.36223131,16.45702742,2916.953112
21.4409425,16.49241452,2937.671959
21.51989091,16.5277597,2958.384235
21.59907307,16.56305985,2979.078833
21.67848528,16.59831172,2999.746556
21.75812347,16.6335119,3020.380104
21.83798321,16.6686568,3040.974291
21.91805968,16.70374275,3061.526113
21.99834788,16.73876599,3082.033392
22.07884266,16.77372269,3102.491905
22.15953885,16.80860886,3122.893296
22.24043127,16.84342035,3143.226344
22.32151473,16.87815281,3163.481125
22.40278403,16.91280174,3183.652685
22.48423387,16.94736243,3203.741063
22.56585881,16.98182998,3223.747672
22.64765325,17.01619918,3243.671384
22.72961147,17.0504646,3263.507407
22.81172767,17.08462056,3283.248688
22.89399587,17.11866128,3302.887573
22.97640986,17.15258095,3322.416002
23.05896314,17.18637368,3341.824312
23.14164878,17.22003351,3361.100844
23.22445956,17.25355422,3380.23474
23.3073879,17.28692934,3399.220882
23.39042602,17.32015224,3418.062853
23.47356595,17.35321622,3436.771074
23.55679954,17.3861146,3455.357625
23.64011857,17.41884071,3473.831729
23.72351478,17.45138791,3492.198019
23.80698007,17.48374956,3510.456454
23.89050657,17.51591909,3528.602464
23.97408672,17.54789,3546.627743
24.05771317,17.57965587,3564.52231
24.14137871,17.61121029,3582.276837
24.22507618,17.64254691,3599.883852
24.30879848,17.67365935,3617.337351
24.39253858,17.7045412,3634.631368
24.47628953,17.73518606,3651.759015
24.56004449,17.76558745,3668.713157
24.64379661,17.79573892,3685.488265
24.72753905,17.825634,3702.082014
24.81126483,17.85526626,3718.495418
24.8949668,17.88462926,3734.731262
24.97863748,17.91371657,3750.791471
25.06226901,17.94252165,3766.674897
25.14585305,17.97103784,3782.377062
25.22938088,17.99925825,3797.891458
25.31284348,18.02717582,3813.210263
25.39623165,18.05478337,3828.323831
25.47953604,18.08207372,3843.220833
25.56274718,18.10903987,3857.889768
25.64585555,18.13567509,3872.319881
25.72885163,18.161973,3886.499895
25.81172603,18.18792752,3900.415565
25.8944695,18.21353293,3914.048634
25.97707291,18.23878385,3927.379057
26.05952721,18.26367532,3940.389923
26.14182349,18.28820293,3953.072225
26.22395305,18.31236291,3965.42648
26.3059076,18.33615198,3977.460232
26.38767928,18.35956711,3989.183033
26.46926068,18.38260514,4000.601788
26.5506447,18.40526264,4011.719266
26.63182448,18.42753592,4022.536833
26.71279333,18.44942124,4033.059598
26.79354473,18.47091501,4043.299859
26.87407235,18.49201388,4053.275145
26.95436999,18.51271463,4063.001214
27.03443144,18.53301408,4072.485032
27.1142504,18.552909,4081.723161
27.19382039,18.57239627,4090.706468
27.27313475,18.59147299,4099.426973
27.35218672,18.61013667,4107.88198
27.4309696,18.62838525,4116.074171
27.50947673,18.64621708,4124.009145
27.58770161,18.66363069,4131.692425
27.66563786,18.68062472,4139.127433
27.7432792,18.69719782,4146.315737
27.82061941,18.7133488,4153.259233
27.89765227,18.72907675,4159.961249
27.97437144,18.7443811,4166.424217
28.0507704,18.75926161,4172.6462
28.12684239,18.77371826,4178.620898
28.20258044,18.78775114,4184.342172
28.27797729,18.80136037,4189.809624
28.35302548,18.81454616,4195.031548
28.42771726,18.82730875,4200.024448
28.50204471,18.83964831,4204.810356
28.57599965,18.85156487,4209.41382
28.64957365,18.86305815,4213.859833
28.72275808,18.87412745,4218.1728
28.79554411,18.88477165,4222.375531
28.86792288,18.89498928,4226.487102
28.93988566,18.9047785,4230.519344
29.01142412,18.91413711,4234.47388
29.0825304,18.92306258,4238.343006
29.15319722,18.93155197,4242.115648
29.22341783,18.93960201,4245.785183
29.29318589,18.94720917,4249.353784
29.36249546,18.9543697,4252.830848
29.43134092,18.9610797,4256.227588
29.49971714,18.96733515,4259.551993
29.56761952,18.97313189,4262.807721
29.6350441,18.97846564,4265.997797
29.70198756,18.98333207,4269.130124
29.76844713,18.98772686,4272.220072
29.83442056,18.99164575,4275.287768
29.89990607,18.9950846,4278.351641
29.96490222,18.99803929,4281.42216
30.02940792,19.00050578,4284.499217
30.0934222,19.00248017,4287.573763
30.15694419,19.00395901,4290.631257
30.21997299,19.00493958,4293.654174
30.28250779,19.00542,4296.623357
30.3445479,19.00539901,4299.519949
30.40609291,19.00487554,4302.328524
30.46714276,19.00384829,4305.039468
30.52769778,19.00231557,4307.648023
30.58775879,19.00027538,4310.149919
30.64732713,18.99772559,4312.537311
30.70640476,18.99466395,4314.798924
30.76499439,18.99108786,4316.924129
30.82309968,18.98699409,4318.907014
30.88072528,18.98237864,4320.746724
30.93787686,18.97723716,4322.443584
30.9945609,18.97156548,4323.993428
31.05078454,18.96536023,4325.383471
31.10655548,18.95861909,4326.592129
31.16188187,18.95134047,4327.592855
31.21677238,18.94352311,4328.359546
31.27123604,18.93516561,4328.87016
31.32528222,18.92626642,4329.106652
31.37892044,18.916824,4329.052258
31.43216035,18.90683713,4328.689395
31.48501179,18.89630506,4328.00099
31.5374849,18.88522759,4326.975106
31.5895901,18.873605,4325.609808
31.641338,18.86143804,4323.914402
31.6927392,18.84872787,4321.90548
31.74380414,18.8354762,4319.600118
31.79454298,18.82168518,4317.01082
31.84496563,18.80735737,4314.144554
31.89508176,18.79249554,4311.00406
31.94490081,18.77710267,4307.588482
31.99443178,18.76118203,4303.892799
32.04368314,18.74473743,4299.907536
32.09266258,18.72777339,4295.619952
32.14137699,18.71029515,4291.016322
32.18983246,18.6923085,4286.084143
32.23803443,18.67381954,4280.813708
32.2859878,18.65483455,4275.198939
32.33369701,18.63536009,4269.237067
32.38116602,18.615403,4262.926949
32.4283982,18.59497042,4256.266709
32.47539634,18.57406967,4249.251837
32.52216259,18.55270811,4241.87492
32.56869839,18.53089309,4234.127406
32.61500448,18.50863199,4226.002004
32.6610808,18.48593242,4217.493484
32.70692653,18.46280234,4208.597314
32.75254013,18.43925017,4199.307875
32.79791942,18.41528483,4189.618183
32.84306159,18.39091565,4179.521481
32.88796323,18.36615239,4169.013785
32.93262037,18.34100519,4158.095891
32.97702855,18.31548469,4146.773536
33.02118287,18.28960208,4135.055804
33.06507803,18.26336903,4122.953233
33.10870829,18.2367975,4110.476995
33.15206756,18.20989935,4097.639224
33.19514941,18.18268616,4084.452955
33.2379472,18.15516916,4070.930369
33.2804541,18.12735932,4057.080571
33.32266307,18.09926752,4042.909137
33.36456685,18.07090459,4028.41934
33.40615793,18.04228127,4013.613298
33.44742862,18.01340815,3998.492867
33.48837104,17.98429556,3983.061521
33.52897721,17.95495374,3967.326825
33.56923898,17.92539283,3951.301308
33.60914807,17.89562293,3935.000794
33.64869613,17.86565399,3918.441871
33.68787487,17.83549556,3901.640929
33.72667622,17.8051566,3884.615041
33.76509243,17.77464538,3867.382046
33.8031161,17.7439695,3849.957443
33.84074007,17.7131361,3832.349721
33.8779573,17.68215193,3814.558765
33.91476079,17.6510232,3796.579839
33.95114351,17.61975533,3778.410117
33.9870983,17.58835275,3760.051989
34.02261788,17.55681877,3741.510553
34.05769477,17.52515589,3722.788614
34.09232125,17.49336607,3703.885193
34.12648944,17.46145098,3684.800061
34.16019139,17.42941205,3665.540456
34.19341915,17.39725035,3646.123629
34.22616482,17.36496647,3626.573014
34.25842061,17.33256048,3606.911573
34.2901788,17.30003205,3587.157036
34.32143175,17.26738057,3567.320703
34.3521719,17.23460517,3547.408626
34.38239184,17.20170469,3527.423467
34.41208428,17.16867749,3507.366335
34.44124213,17.13552148,3487.23887
34.46985844,17.10223418,3467.04557
34.49792648,17.06881282,3446.795587
34.52543976,17.03525446,3426.502852
34.55239215,17.00155602,3406.183726
34.57877789,16.96771418,3385.853183
34.60459163,16.93372541,3365.522162
34.62982831,16.89958604,3345.197685
34.65448307,16.86529238,3324.885206
34.67855108,16.8308409,3304.591348
34.70202748,16.7962283,3284.324904
34.72490728,16.76145153,3264.095305
34.74718522,16.72650783,3243.910008
34.76885567,16.6913948,3223.77305
34.78991258,16.65611056,3203.685495
34.81034944,16.62065382,3183.646537
34.83015938,16.58502414,3163.653971
34.84933514,16.5492219,3143.704296
34.86786921,16.51324839,3123.793592
34.88575378,16.47710569,3103.919275
34.90298079,16.44079661,3084.081061
34.91954191,16.40432449,3064.27978
34.93542853,16.36769316,3044.515231
34.95063181,16.33090678,3024.785534
34.96514267,16.29396975,3005.089007
34.97895184,16.25688657,2985.427633
34.99204994,16.21966182,2965.810231
35.0044275,16.18229998,2946.253388
35.01607513,16.14480538,2926.779221
35.0269836,16.10718198,2907.410924
35.03714395,16.06943321,2888.168421
35.04654756,16.03156176,2869.066204
35.05518628,15.99356945,2850.114273
35.06305244,15.95545723,2831.321116
35.07013889,15.91722522,2812.696525
35.07643893,15.8788727,2794.253048
35.08194638,15.84039821,2776.005886
35.08665559,15.80179954,2757.971487
35.09056149,15.7630739,2740.166114
35.09365955,15.72421808,2722.605706
35.09594568,15.68522865,2705.30647
35.09741602,15.64610207,2688.284779
35.09806682,15.60683477,2671.555885
35.09789435,15.56742329,2655.131943
35.09689483,15.52786436,2639.020456
35.09506442,15.48815513,2623.224607
35.09239904,15.44829327,2607.746356
35.08889429,15.40827711,2592.591142
35.08454535,15.36810576,2577.770572
35.079347,15.32777913,2563.30028
35.07329364,15.28729795,2549.194379
35.06637932,15.24666376,2535.460963
35.05859776,15.20587879,2522.101464
35.04994232,15.16494578,2509.112808
35.04040599,15.12386781,2496.490012
35.02998145,15.08264811,2484.227733
35.01866118,15.04128998,2472.320415
35.00643758,14.99979666,2460.762121
34.99330314,14.95817125,2449.54813
34.97925048,14.91641643,2438.678058
34.96427237,14.87453432,2428.156593
34.94836172,14.8325264,2417.989169
34.93151153,14.79039364,2408.175721
34.91371492,14.74813668,2398.707928
34.89496518,14.70575598,2389.571744
34.87525581,14.66325171,2380.752748
34.85458052,14.6206237,2372.240288
34.83293336,14.57787129,2364.027561
34.81030875,14.53499333,2356.107961
34.78670158,14.49198831,2348.471607
34.76210731,14.44885454,2341.106163
34.73652192,14.40559017,2334.001184
34.70994184,14.36219321,2327.150832
34.68236397,14.31866152,2320.551405
34.65378564,14.27499284,2314.195989
34.62420469,14.23118482,2308.07195
34.59361949,14.1872351,2302.16373
34.5620289,14.14314119,2296.457701
34.52943226,14.09890036,2290.944479
34.49582926,14.05450954,2285.617325
34.46122002,14.0099652,2280.468844
34.4256051,13.96526339,2275.488939
34.38898563,13.9203998,2270.665224
34.35136333,13.87536984,2265.984735
34.3127405,13.83016871,2261.435118
34.27311992,13.78479142,2257.004889
34.23250478,13.73923281,2252.683848
34.19089864,13.6934876,2248.463892
34.14830545,13.64755045,2244.338752
34.10472949,13.60141609,2240.301397
34.06017531,13.55507948,2236.340101
34.01464767,13.5085359,2232.435743
33.9681515,13.461781,2228.562503
33.92069188,13.41481075,2224.691885
33.87227413,13.36762138,2220.797491
33.82290382,13.32020929,2216.857248
33.77258669,13.27257101,2212.851752
33.72132862,13.22470325,2208.760494
33.66913568,13.17660302,2204.559044
33.61601423,13.1282676,2200.219335
33.56197113,13.07969457,2195.713032
33.5070137,13.03088193,2191.015309
33.45114968,12.98182808,2186.106052
33.39438705,12.93253161,2180.968797
33.33673399,12.88299113,2175.589896
33.27819892,12.83320499,2169.958842
33.2187906,12.78317129,2164.068862
33.15851819,12.7328879,2157.916915
33.0973912,12.68235263,2151.50296
33.03541944,12.63156332,2144.828648
32.97261295,12.58051796,2137.895733
32.90898209,12.52921473,2130.705005
32.84453765,12.47765204,2123.256685
32.77929086,12.42582861,2115.551991
32.71325338,12.37374333,2107.594469
32.6464371,12.32139523,2099.389829
32.57885399,12.26878321,2090.944227
32.51051599,12.21590596,2082.262008
32.44143518,12.16276197,2073.34447
32.37162384,12.10934973,2064.191079
32.30109464,12.0556682,2054.802383
32.22986053,12.00171717,2045.181748
32.15793468,11.94749753,2035.334112
32.08533045,11.89301121,2025.263171
32.01206142,11.83826076,2014.969806
31.93814141,11.78324903,2004.453207
31.8635846,11.72797884,1993.713892
31.78840554,11.67245301,1982.756405
31.71261931,11.61667452,1971.589272
31.63624163,11.56064674,1960.221431
31.55928897,11.50437356,1948.657805
31.48177868,11.44785934,1936.898317
31.40372891,11.39110876,1924.941509
31.32515851,11.3341266,1912.789705
31.24608694,11.27691761,1900.452049
31.16653402,11.21948645,1887.944042
31.08651989,11.16183762,1875.284473
31.00606491,11.10397559,1862.491611
30.92518963,11.04590481,1849.58032
30.84391481,10.98762979,1836.56129
30.76226125,10.92915507,1823.442664
30.68024967,10.87048528,1810.233022
30.59790046,10.81162505,1796.943424
30.51523354,10.7525791,1783.586427
30.43226829,10.69335229,1770.172148
30.34902363,10.63394966,1756.704407
30.26551802,10.57437653,1743.180992
30.18176956,10.51463843,1729.598924
30.09779588,10.45474109,1715.960401
30.01361414,10.39469041,1702.273529
29.92924102,10.33449243,1688.546732
29.84469273,10.27415336,1674.782018
29.75998516,10.21367962,1660.973343
29.67513399,10.15307786,1647.111123
29.59015486,10.09235484,1633.188116
29.50506345,10.03151735,1619.201481
29.41987551,9.970572033,1605.150208
29.33460687,9.909525295,1591.030872
29.24927341,9.848383239,1576.835121
29.16389117,9.787151666,1562.550581
29.07847648,9.725836096,1548.164705
28.99304605,9.66444181,1533.669475
28.90761687,9.602973887,1519.064015
28.82220609,9.541437212,1504.353156
28.73683094,9.479836433,1489.542709
28.6515086,9.418175939,1474.634459
28.56625624,9.356459905,1459.623864
28.48109097,9.294692358,1444.501415
28.39602971,9.23287723,1429.256505
28.31108905,9.171018376,1413.881256
28.22628518,9.109119601,1398.371998
28.14163375,9.047184735,1382.727895
28.05714987,8.985217741,1366.948481
27.9728481,8.923222807,1351.032493
27.88874245,8.861204338,1334.979302
27.80484638,8.799166822,1318.791975
27.72117277,8.737114649,1302.47889
27.63773396,8.675051981,1286.051304
27.55454174,8.612982772,1269.518068
27.47160746,8.550910866,1252.881587
27.38894205,8.488840069,1236.137799
27.30655602,8.426774094,1219.279832
27.22445952,8.364716375,1202.303101
27.14266231,8.302669886,1185.209133
27.06117379,8.240637099,1168.006012
26.98000297,8.178620087,1150.705092
26.89915844,8.116620693,1133.31582
26.81864823,8.054640603,1115.841869
26.73847973,7.992681291,1098.281044
26.65865955,7.930743902,1080.628832
26.57919341,7.868829178,1062.882911
26.50008616,7.80693747,1045.045378
26.42134177,7.745068855,1027.121812
26.34296338,7.683223277,1009.11886
26.26495328,7.621400643,991.0422857
26.18731292,7.559600802,972.8963108
26.11004292,7.497823461,954.6843329
26.03314317,7.436068093,936.4103538
25.95661279,7.374333924,918.0795522
25.88045028,7.312620006,899.6966713
25.80465346,7.250925342,881.263284
25.72921973,7.189249014,862.7768552
25.6541462,7.127590279,844.2328848
25.57942986,7.065948627,825.6283379
25.50506767,7.004323817,806.9637064
25.43105658,6.942715942,788.2425408
25.35739361,6.881125504,769.4690618
25.28407598,6.819553491,750.6451608
25.21110128,6.7580014,731.767747
25.1384675,6.696471215,712.8270127
25.0661729,6.634965346,693.8066585
24.99421592,6.573486577,674.6872415
24.92259499,6.512038075,655.451952
24.85130851,6.450623423,636.0920436
24.78035494,6.389246596,616.6094877
24.70973276,6.327911815,597.0166261
24.63944054,6.266623403,577.3339275
24.56947697,6.205385742,557.5864353
24.49984099,6.144203385,537.7989929
24.43053185,6.083081178,517.9912834
24.3615491,6.022024246,498.1748509
24.29289245,5.961037788,478.3532024
24.22456153,5.900126798,458.5235236
24.15655572,5.839295914,438.6776791
24.08887408,5.77854948,418.8021928
24.02151544,5.717891759,398.8794937
23.95447863,5.65732709,378.8924475
23.88776271,5.596859906,358.8308893
23.82136696,5.536494624,338.6965021
23.75529055,5.476235551,318.5031033
23.6895321,5.416086885,298.2718692
23.62408941,5.356052818,278.0240482
23.55895948,5.296137683,257.7754509
23.49413882,5.236346072,237.5355113
23.42962374,5.17668291,217.3099818
23.36541042,5.117153422,197.1036895
23.30149485,5.057762994,176.9207406
23.23787274,4.998516957,156.7628477
23.17453948,4.939420359,136.6285542
23.11149024,4.880477817,116.515195
23.04871991,4.821693499,96.42269287
22.986223,4.763071178,76.35631538
22.92399359,4.704614253,56.32612384
22.86202546,4.646325666,36.34415726
22.80031241,4.58820777,16.42280003
22.73884857,4.530262286,-3.424115304
22.67762842,4.472490393,-23.179797
22.61664663,4.414892899,-42.82616732
22.55589776,4.357470372,-62.34910764
22.4953761,4.300223226,-81.74323426
22.43507572,4.243151791,-101.0117345
22.37499055,4.186256385,-120.1608141
22.3151144,4.129537409,-139.1929407
22.25544087,4.072995465,-158.1039651
22.19596332,4.016631532,-176.8855089
22.13667491,3.960447137,-195.5298421
22.07756872,3.904444442,-214.033251
22.01863775,3.848626165,-232.3955878
21.95987494,3.792995441,-250.6168416
21.90127311,3.737555757,-268.693974
21.84282511,3.682310995,-286.6211222
21.78452404,3.627265486,-304.3931914
21.72636331,3.572423955,-322.0091609
21.66833663,3.517791367,-339.4713281
21.61043791,3.463372759,-356.7808788
21.55266117,3.409173144,-373.9340291
21.49500057,3.35519744,-390.9225144
21.43745031,3.301450377,-407.7381207
21.38000448,3.247936352,-424.3771948
21.32265699,3.194659335,-440.8411336
21.26540164,3.141622895,-457.1325668
21.20823233,3.088830321,-473.250866
21.15114333,3.036284751,-489.1911233
21.0941293,2.983989173,-504.9474377
21.03718514,2.931946338,-520.5174859
20.98030581,2.880158706,-535.9041558
20.92348614,2.828628542,-551.1122997
20.86672087,2.777358166,-566.1429377
20.8100048,2.726350192,-580.9900316
20.75333281,2.675607636,-595.6432204
20.69669992,2.62513385,-610.0944527
20.6401011,2.574932413,-624.3425387
20.5835311,2.525007075,-638.3917003
20.52698447,2.475361778,-652.2460188
20.47045552,2.426000674,-665.9049032
20.41393845,2.37692809,-679.3627223
20.35742743,2.328148423,-692.6117437
20.30091666,2.279666048,-705.6456234
20.24440044,2.231485238,-718.4614062
20.18787312,2.183610098,-731.0593007
20.13132923,2.136044462,-743.440168
20.0747634,2.088791761,-755.6015824
20.01817041,2.041854913,-767.5351362
19.96154517,1.995236237,-779.2277053
19.90488281,1.948937377,-790.6661227
19.84817867,1.90295921,-801.8418121
19.79142836,1.857301771,-812.7525832
19.73462766,1.811964281,-823.4014887
19.67777259,1.766945342,-833.7943132
19.6208593,1.722243242,-843.937144
19.56388418,1.67785626,-853.8351256
19.50684387,1.633782827,-863.4934395
19.44973514,1.590021506,-872.9203039
19.39255487,1.546570862,-882.1295454
19.33529994,1.503429379,-891.1398644
19.27796723,1.46059552,-899.970568
19.22055362,1.418067918,-908.6364474
19.16305602,1.375845583,-917.1445108
19.10547139,1.333927984,-925.4934941
19.04779676,1.292314986,-933.6756768
18.9900293,1.251006693,-941.6797193
18.93216651,1.210003293,-949.493479
18.87420623,1.169304968,-957.1067456
18.81614675,1.128911864,-964.5133636
18.75798674,1.088824066,-971.7110891
18.69972525,1.049041545,-978.6987726
18.64136177,1.00956408,-985.4733793
18.58289628,0.970391162,-992.0299271
18.52432927,0.931521919,-998.3646095
18.46566157,0.892955126,-1004.478531
18.40689425,0.854689308,-1010.379442
18.34802846,0.816722876,-1016.080818
18.28906546,0.779054254,-1021.598986
18.23000667,0.741681968,-1026.949037
